CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,is_attrited,cluster,segment,pca_x,pca_y
789099783,Existing Customer,43,F,2,Unknown,Married,Less than $40K,Blue,31,6,3,3,2069.0,839,1230.0,0.923,4117,70,0.707,0.406,0,4,Deal Hunters,-0.29184356615602614,0.8032887688802005
711751533,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,37,3,1,3,2447.0,1973,474.0,0.476,4784,75,0.562,0.806,0,4,Deal Hunters,-0.21951063384552014,1.9352285967484548
708367908,Existing Customer,56,F,1,Uneducated,Married,Less than $40K,Blue,47,6,1,2,3022.0,1627,1395.0,0.835,4390,82,0.783,0.538,0,4,Deal Hunters,0.13574836653057107,1.3066420407227253
714951858,Existing Customer,44,F,2,Graduate,Married,Less than $40K,Blue,36,5,1,3,4473.0,0,4473.0,0.543,4047,56,0.75,0.0,0,0,Silent Users,-0.1386049815491139,-0.48660290849641014
720436008,Existing Customer,54,F,1,Doctorate,Unknown,Less than $40K,Blue,43,4,6,4,5267.0,0,5267.0,0.631,4196,81,0.588,0.0,0,1,At-Risk Customers,0.279500531829487,-0.35862487999172776
718984533,Existing Customer,37,M,3,Graduate,Single,$80K - $120K,Blue,29,6,2,4,7199.0,1274,5925.0,0.639,4552,100,0.786,0.177,0,0,Silent Users,1.0352928092848162,0.35303387366583017
716982483,Existing Customer,49,F,2,Graduate,Married,Less than $40K,Blue,38,3,4,2,1438.3,0,1438.3,0.584,4497,79,0.612,0.0,0,1,At-Risk Customers,0.2796770741495346,-0.036565578196939175
708681708,Attrited Customer,51,F,2,Unknown,Single,Less than $40K,Blue,43,5,3,2,3245.0,0,3245.0,0.553,1977,29,0.261,0.0,1,1,At-Risk Customers,-1.4437543701140927,-0.9657026258930003
720202008,Existing Customer,47,F,5,Unknown,Single,$40K - $60K,Blue,40,4,3,4,3888.0,2517,1371.0,0.641,4377,88,0.725,0.647,0,4,Deal Hunters,0.10839846414626757,1.5289316709101357
714483033,Existing Customer,45,F,5,Unknown,Married,Unknown,Blue,40,3,2,2,14728.0,0,14728.0,0.708,4660,85,0.735,0.0,0,0,Silent Users,1.054530754518843,-0.7956116651676071
711468708,Attrited Customer,38,F,4,High School,Single,$40K - $60K,Blue,31,4,3,2,1438.3,0,1438.3,0.406,1986,52,0.486,0.0,1,1,At-Risk Customers,-0.8804570075394174,-0.5305073589038868
821724483,Attrited Customer,48,M,4,Unknown,Single,$40K - $60K,Blue,43,2,3,2,11272.0,1744,9528.0,0.347,1455,34,0.214,0.155,1,1,At-Risk Customers,-1.2651985162597201,-1.1050124614012116
716402508,Existing Customer,49,F,3,Graduate,Unknown,Less than $40K,Blue,36,4,3,3,2705.0,1681,1024.0,0.577,4265,87,0.776,0.621,0,4,Deal Hunters,0.04059153567067527,1.5259235664579454
721189008,Existing Customer,41,M,4,Graduate,Married,$80K - $120K,Blue,27,4,2,4,12270.0,0,12270.0,0.543,4578,67,0.811,0.0,0,0,Silent Users,0.4667168300978946,-0.8741551966658911
712867983,Existing Customer,54,F,2,Uneducated,Single,Less than $40K,Blue,43,6,1,4,3006.0,633,2373.0,0.733,5177,66,0.65,0.211,0,0,Silent Users,0.12786981763454566,0.3404538877075567
713814408,Existing Customer,39,M,2,Uneducated,Single,$80K - $120K,Blue,36,6,2,4,7901.0,1184,6717.0,0.863,3667,66,0.784,0.15,0,0,Silent Users,-0.012865737052967374,-0.277350826792358
716671983,Existing Customer,38,M,0,High School,Single,$80K - $120K,Blue,29,3,3,2,5983.0,1885,4098.0,0.601,4141,65,0.711,0.315,0,1,At-Risk Customers,-0.2131626356381243,0.2442836771391637
708252108,Existing Customer,64,M,0,College,Single,$40K - $60K,Blue,53,6,3,2,7362.0,1907,5455.0,0.693,4065,65,0.711,0.259,0,1,At-Risk Customers,-0.1343143987834324,0.006852732191047076
717212958,Existing Customer,55,M,2,Doctorate,Single,$80K - $120K,Blue,36,6,3,3,3046.0,2415,631.0,0.492,3153,57,0.583,0.793,0,4,Deal Hunters,-1.121579773714639,1.4480664257138312
713048733,Existing Customer,50,M,2,Uneducated,Married,$120K +,Blue,40,3,1,1,34516.0,1871,32645.0,0.356,4054,75,0.364,0.054,0,3,Premium Customers,1.359211071576292,-2.1684005979277843
779841483,Attrited Customer,55,F,1,Doctorate,Married,Unknown,Blue,39,1,3,3,12972.0,1424,11548.0,0.525,2238,36,0.2,0.11,1,1,At-Risk Customers,-0.9621651967662358,-1.254936590764842
710701233,Existing Customer,44,F,5,Graduate,Single,Unknown,Blue,37,3,1,1,17785.0,1259,16526.0,0.806,3890,72,1.118,0.071,0,0,Silent Users,0.6599885989261696,-1.0244405280115358
718837683,Existing Customer,55,M,2,High School,Single,$120K +,Blue,49,6,3,4,3029.0,1505,1524.0,0.56,2394,50,0.471,0.497,0,4,Deal Hunters,-1.2140835060592188,0.5791686976494187
718127958,Existing Customer,58,M,0,Graduate,Divorced,Unknown,Blue,36,4,2,2,9097.0,1656,7441.0,0.813,4174,85,0.7,0.182,0,0,Silent Users,0.6154990642775316,0.007752937618249388
718685358,Existing Customer,51,F,2,Uneducated,Single,Less than $40K,Blue,44,6,1,4,1438.3,0,1438.3,0.827,4488,84,0.826,0.0,0,0,Silent Users,0.6028037269617055,0.12864665999298794
771559158,Existing Customer,58,M,3,Uneducated,Unknown,$80K - $120K,Blue,46,3,1,3,2375.0,1163,1212.0,0.917,4769,80,0.905,0.49,0,4,Deal Hunters,0.17359610626933697,1.2310297976561435
710138883,Attrited Customer,47,F,3,Graduate,Unknown,Less than $40K,Blue,36,5,2,2,8109.0,0,8109.0,0.601,1835,43,0.344,0.0,1,0,Silent Users,-0.8628487281545953,-1.0886574708847987
711197658,Existing Customer,53,F,1,Post-Graduate,Single,$40K - $60K,Blue,43,5,1,0,2618.0,2026,592.0,0.669,4198,68,0.619,0.774,0,4,Deal Hunters,-0.49145118009050437,1.7125507400607405
709045683,Existing Customer,42,F,3,Uneducated,Married,Unknown,Blue,30,3,2,1,3549.0,0,3549.0,0.584,3921,63,0.8,0.0,0,0,Silent Users,-0.06828673042099202,-0.36950209801746625
708272808,Existing Customer,45,M,5,Graduate,Single,Less than $40K,Blue,36,4,2,1,2718.0,1474,1244.0,0.71,3542,59,0.639,0.542,0,4,Deal Hunters,-0.7303889163191136,0.9395873615201416
720292983,Existing Customer,60,F,0,Graduate,Married,Less than $40K,Blue,51,6,1,2,2230.0,1796,434.0,0.637,4929,61,0.488,0.805,0,4,Deal Hunters,-0.5770846958933122,1.7683907697961472
709112508,Attrited Customer,42,F,3,College,Single,Less than $40K,Blue,36,3,3,4,3802.0,1300,2502.0,0.627,2165,36,0.385,0.342,1,1,At-Risk Customers,-1.4828767386867256,-0.058132222442183246
712840608,Existing Customer,55,F,2,Uneducated,Married,Less than $40K,Blue,43,6,2,3,2736.0,993,1743.0,1.06,4078,85,0.977,0.363,0,4,Deal Hunters,0.22871119596138567,0.8842601068455112
788920308,Existing Customer,51,F,2,High School,Married,Less than $40K,Blue,37,3,2,1,2258.0,1250,1008.0,0.611,4368,75,0.596,0.554,0,4,Deal Hunters,-0.16080230936957607,1.2699853893802124
718160358,Attrited Customer,51,F,1,Graduate,Married,Less than $40K,Blue,39,5,3,2,1438.3,0,1438.3,0.885,2492,35,0.296,0.0,1,1,At-Risk Customers,-1.2420678617631333,-0.7268964371135003
719325783,Attrited Customer,65,M,2,Unknown,Single,Less than $40K,Blue,36,4,2,3,2954.0,2517,437.0,0.619,1909,28,0.474,0.852,1,4,Deal Hunters,-2.140107154251077,1.16043009880492
712885533,Existing Customer,50,M,4,Graduate,Married,$80K - $120K,Blue,31,6,3,2,11882.0,1472,10410.0,0.413,3291,62,0.722,0.124,0,1,At-Risk Customers,-0.10034135604465189,-0.7266763662833493
719268333,Existing Customer,49,F,3,Uneducated,Married,Less than $40K,Blue,36,5,3,4,1438.3,0,1438.3,0.929,4205,88,0.66,0.0,0,1,At-Risk Customers,0.5295282902133996,0.09863822826080151
721004133,Existing Customer,38,F,2,Graduate,Single,Less than $40K,Blue,25,6,2,2,1438.3,538,900.3,0.675,4093,73,0.659,0.374,0,4,Deal Hunters,-0.14703057823969445,0.8399078913545687
714103908,Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,36,4,2,2,2778.0,743,2035.0,0.812,4515,74,0.51,0.267,0,0,Silent Users,0.09751998200760055,0.5257678873168858
771502383,Existing Customer,54,F,1,High School,Married,Less than $40K,Blue,42,3,5,4,2474.0,1539,935.0,0.649,4884,80,0.509,0.622,0,1,At-Risk Customers,-0.1628994700227914,1.424457350691076
713014533,Existing Customer,54,F,3,Unknown,Single,$40K - $60K,Blue,43,6,3,4,5632.0,1596,4036.0,0.951,3557,64,1.065,0.283,0,1,At-Risk Customers,-0.3399560273750808,0.13860645145294578
713980383,Attrited Customer,49,F,3,Graduate,Single,Unknown,Blue,38,1,2,4,11025.0,0,11025.0,0.501,1902,28,0.273,0.0,1,0,Silent Users,-1.156575330197865,-1.487542756568371
711294258,Existing Customer,43,F,1,Graduate,Single,Less than $40K,Blue,38,3,3,3,2642.0,2377,265.0,0.829,4780,88,0.725,0.9,0,4,Deal Hunters,-0.06585073483142717,2.261908548411971
719954733,Existing Customer,43,M,2,Graduate,Married,$80K - $120K,Blue,28,5,6,3,30357.0,1255,29102.0,0.788,4435,68,0.889,0.041,0,3,Premium Customers,0.7971678951454304,-2.1472758673757646
711561933,Existing Customer,57,F,1,Uneducated,Divorced,Less than $40K,Blue,47,6,6,1,2201.0,1420,781.0,0.762,4256,70,0.591,0.645,0,1,At-Risk Customers,-0.6484383423378312,1.291416153333743
826077033,Attrited Customer,46,F,2,Unknown,Married,Less than $40K,Blue,42,1,0,4,2002.0,0,2002.0,0.803,2423,39,0.857,0.0,1,0,Silent Users,-0.938525946537351,-0.6179114447822106
711555483,Existing Customer,43,F,3,High School,Unknown,Unknown,Blue,36,3,3,2,8777.0,2517,6260.0,0.696,4551,83,0.729,0.287,0,1,At-Risk Customers,0.4736525441156891,0.25220020486858213
715194183,Attrited Customer,53,F,2,Unknown,Single,Less than $40K,Blue,36,3,3,4,2575.0,411,2164.0,0.833,2423,43,0.593,0.16,1,1,At-Risk Customers,-1.1331190216272746,-0.30916563553139303
716929233,Existing Customer,43,F,3,Post-Graduate,Single,$40K - $60K,Blue,24,3,3,4,5182.0,1607,3575.0,0.874,5235,92,0.586,0.31,0,1,At-Risk Customers,0.709475340457195,0.7221270958753228
709014558,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,42,3,3,2,3783.0,0,3783.0,0.59,4383,82,0.783,0.0,0,1,At-Risk Customers,0.4819001266722554,-0.13233950256700674
710636208,Existing Customer,51,M,3,Uneducated,Married,$120K +,Blue,40,3,5,3,34516.0,0,34516.0,0.922,3847,74,0.805,0.0,0,3,Premium Customers,1.0840030725905987,-2.459021387370024
815525508,Existing Customer,46,F,3,High School,Unknown,Less than $40K,Blue,41,2,1,4,1515.0,0,1515.0,0.819,3894,60,0.818,0.0,0,0,Silent Users,-0.1612348581645219,-0.23869141916939862
718746933,Existing Customer,56,F,3,High School,Married,Less than $40K,Blue,47,6,3,4,2865.0,2022,843.0,0.547,3441,66,0.65,0.706,0,4,Deal Hunters,-0.7550811533783812,1.387006699064477
715686183,Existing Customer,46,F,4,Graduate,Single,$40K - $60K,Blue,34,6,2,1,2711.0,0,2711.0,0.636,4795,65,1.031,0.0,0,0,Silent Users,0.12838945949102631,-0.2281290748582704
741778458,Existing Customer,54,F,2,Unknown,Single,Less than $40K,Blue,47,3,2,3,2341.0,1550,791.0,0.656,3406,57,1.478,0.662,0,4,Deal Hunters,-0.9239711162140093,1.2243281884333492
801056358,Existing Customer,51,M,1,High School,Single,$80K - $120K,Blue,45,6,1,3,13287.0,1864,11423.0,0.603,3851,75,0.705,0.14,0,0,Silent Users,0.522530414638438,-0.5071110782755445
709486158,Existing Customer,33,F,3,Graduate,Married,Less than $40K,Blue,20,5,1,3,1438.3,0,1438.3,0.896,4530,72,0.636,0.0,0,0,Silent Users,0.2858436335882994,-0.030407858622770654
713826183,Attrited Customer,41,M,3,High School,Unknown,$40K - $60K,Blue,33,4,3,4,1639.0,0,1639.0,0.481,2242,44,0.571,0.0,1,1,At-Risk Customers,-1.0402682338165181,-0.6356015077258526
803342358,Existing Customer,55,M,3,Graduate,Married,$60K - $80K,Blue,49,3,1,4,5668.0,2517,3151.0,0.704,3382,56,0.931,0.444,0,0,Silent Users,-0.5975145285886139,0.4776859017989163
780292683,Attrited Customer,55,M,1,Uneducated,Single,$120K +,Blue,41,3,4,4,24542.0,2354,22188.0,0.314,984,24,0.263,0.096,1,3,Premium Customers,-1.1890092646335537,-2.3626923305500704
788646858,Existing Customer,41,F,3,Graduate,Married,Less than $40K,Blue,29,6,3,1,1959.0,1268,691.0,0.731,4275,61,0.649,0.647,0,4,Deal Hunters,-0.7091432013316809,1.2912942355363766
711116133,Attrited Customer,50,F,1,Uneducated,Single,Less than $40K,Blue,37,3,2,4,1838.0,0,1838.0,0.743,2461,47,1.136,0.0,1,0,Silent Users,-0.8461651853492487,-0.5618850701594184
708584208,Attrited Customer,36,F,2,Graduate,Unknown,Less than $40K,Blue,36,5,2,4,3111.0,2517,594.0,0.646,2367,41,0.519,0.809,1,4,Deal Hunters,-1.6570044424311527,1.2490091079598051
789097833,Existing Customer,39,F,0,High School,Single,Less than $40K,Blue,27,4,3,3,3927.0,720,3207.0,0.63,4230,93,0.898,0.183,0,1,At-Risk Customers,0.6026370978687652,0.4452721698562626
709443633,Existing Customer,38,F,1,Uneducated,Married,Less than $40K,Blue,26,5,1,1,4345.0,838,3507.0,0.593,4770,62,0.722,0.193,0,0,Silent Users,0.0005258549651810864,0.12367019113034872
767280633,Existing Customer,46,F,2,Graduate,Unknown,Less than $40K,Blue,39,5,2,2,3003.0,1454,1549.0,0.595,4378,96,0.548,0.484,0,4,Deal Hunters,0.49394274774143954,1.3305784904655935
713096583,Attrited Customer,40,F,1,High School,Single,Less than $40K,Blue,36,4,3,2,1438.3,544,894.3,0.543,2294,40,0.739,0.378,1,1,At-Risk Customers,-1.4599535815213842,0.2554485829255668
721033908,Existing Customer,58,M,1,Uneducated,Single,$60K - $80K,Blue,46,6,3,1,2541.0,1053,1488.0,0.926,4552,82,0.745,0.414,0,4,Deal Hunters,0.12797270242352807,0.9803574454241908
756025233,Attrited Customer,43,F,4,Uneducated,Single,Less than $40K,Blue,36,5,3,2,2422.0,1014,1408.0,0.688,2437,44,0.467,0.419,1,1,At-Risk Customers,-1.3240761663993783,0.3514645043212849
711977508,Attrited Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,43,1,2,4,1440.0,1211,229.0,0.465,2141,40,0.481,0.841,1,4,Deal Hunters,-1.8120785709867622,1.4146079045279296
772076208,Existing Customer,58,M,4,College,Single,$80K - $120K,Blue,47,6,3,0,26108.0,1146,24962.0,0.476,3677,70,0.892,0.044,0,3,Premium Customers,0.7446813666553656,-1.7707942335875693
710666583,Attrited Customer,29,F,1,Uneducated,Single,Less than $40K,Blue,36,3,2,4,2516.0,2312,204.0,0.625,2321,36,0.5,0.919,1,4,Deal Hunters,-1.9133876857854515,1.4896218538092352
712369308,Attrited Customer,48,F,4,Doctorate,Divorced,$40K - $60K,Blue,35,4,3,2,3646.0,1047,2599.0,0.633,1969,38,0.52,0.287,1,1,At-Risk Customers,-1.4266056230771407,-0.16811207096541866
794784633,Existing Customer,61,F,0,Uneducated,Single,$40K - $60K,Blue,55,6,1,2,2214.0,2123,91.0,0.64,4478,77,0.791,0.959,0,4,Deal Hunters,-0.36052728551388735,2.3339466536550613
716437533,Existing Customer,51,M,2,College,Single,$80K - $120K,Blue,43,5,3,3,11862.0,0,11862.0,0.52,4101,88,0.66,0.0,0,1,At-Risk Customers,0.8653270101615191,-0.6266328555039741
715109508,Existing Customer,44,F,3,College,Married,Unknown,Blue,36,3,1,4,8729.0,1427,7302.0,0.829,5347,96,0.524,0.163,0,0,Silent Users,1.2096057067059105,0.24360091920553717
795392433,Existing Customer,35,F,2,Uneducated,Single,Unknown,Blue,29,3,1,1,2423.0,0,2423.0,0.663,4651,69,0.568,0.0,0,0,Silent Users,0.26188284695047753,-0.13088760266643892
712721358,Attrited Customer,48,F,3,Uneducated,Divorced,Less than $40K,Blue,36,5,3,2,4073.0,2517,1556.0,0.575,2059,43,0.433,0.618,1,4,Deal Hunters,-1.534398055377182,0.6881066748823159
720118908,Existing Customer,26,M,0,Graduate,Married,Less than $40K,Blue,36,5,2,4,9916.0,0,9916.0,0.793,3477,65,0.667,0.0,0,0,Silent Users,0.11653334759678559,-0.8102080970352555
799486158,Existing Customer,39,F,1,Graduate,Married,Less than $40K,Blue,29,4,2,4,1438.3,949,489.3,0.736,4222,65,0.667,0.66,0,4,Deal Hunters,-0.5766048170073803,1.4423815471719972
718980633,Existing Customer,38,M,2,College,Married,$80K - $120K,Blue,36,3,3,3,6452.0,1151,5301.0,0.884,4835,84,0.714,0.178,0,1,At-Risk Customers,0.5676335462142622,0.1768240205848272
717336408,Attrited Customer,51,F,1,Doctorate,Single,Less than $40K,Blue,45,5,3,1,1952.0,1411,541.0,0.642,2452,44,0.63,0.723,1,4,Deal Hunters,-1.5902215027496405,1.1309785399421055
709546608,Existing Customer,37,F,2,Uneducated,Married,Less than $40K,Blue,36,6,5,4,1438.3,647,791.3,0.889,4803,64,0.684,0.45,0,1,At-Risk Customers,-0.5045652045524125,0.8527386159975612
823624158,Existing Customer,53,F,2,Doctorate,Single,Unknown,Blue,49,3,2,2,4500.0,0,4500.0,0.761,4579,78,0.814,0.0,0,0,Silent Users,0.4995093868173586,-0.19019038156163592
771688983,Existing Customer,53,F,2,High School,Single,Less than $40K,Blue,41,4,1,2,2252.0,1811,441.0,0.68,4201,68,1.125,0.804,0,4,Deal Hunters,-0.5283387989228151,1.8116070301145994
708701358,Existing Customer,39,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2,3,2370.0,2031,339.0,0.889,4000,79,0.975,0.857,0,4,Deal Hunters,-0.3728189954504891,2.03602922103869
712048008,Existing Customer,56,F,4,High School,Single,$40K - $60K,Blue,44,3,2,2,2610.0,1988,622.0,0.576,4127,69,0.533,0.762,0,4,Deal Hunters,-0.5316705515003398,1.6597327456456468
710712783,Existing Customer,52,F,4,Unknown,Married,Less than $40K,Blue,41,3,3,3,2294.0,1787,507.0,0.748,3904,76,0.854,0.779,0,4,Deal Hunters,-0.47371799502046974,1.7703611136296507
716626008,Existing Customer,51,F,2,Graduate,Divorced,Unknown,Blue,36,4,3,4,5062.0,1659,3403.0,0.836,4243,102,0.672,0.328,0,1,At-Risk Customers,0.7671651016107355,0.8450997509420743
718284408,Existing Customer,43,F,3,Unknown,Married,Less than $40K,Blue,30,5,2,2,2415.0,1452,963.0,0.609,3970,68,0.619,0.601,0,4,Deal Hunters,-0.46216717283836256,1.2543562423909436
717414933,Existing Customer,51,F,1,High School,Single,Less than $40K,Blue,45,3,3,3,2918.0,2049,869.0,0.501,3818,61,0.605,0.702,0,4,Deal Hunters,-0.8116246401707831,1.3305624766942206
713032233,Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,36,5,1,4,2708.0,2271,437.0,0.61,4812,83,0.766,0.839,0,4,Deal Hunters,-0.01578858966240638,2.1078988613766056
714234858,Existing Customer,54,F,3,High School,Married,Less than $40K,Blue,36,5,1,4,3666.0,1739,1927.0,0.779,4735,84,0.826,0.474,0,4,Deal Hunters,0.3327621074019796,1.1544892934853221
714818058,Existing Customer,36,F,4,High School,Married,$40K - $60K,Blue,30,3,3,1,1438.3,0,1438.3,0.71,4591,74,0.644,0.0,0,1,At-Risk Customers,0.2257195064840926,-0.06508403582973663
708731658,Attrited Customer,53,F,0,High School,Married,Less than $40K,Blue,41,3,3,4,1438.3,0,1438.3,0.387,1587,42,0.448,0.0,1,1,At-Risk Customers,-1.2295591085144328,-0.6911808088200426
708706833,Attrited Customer,39,F,3,Uneducated,Divorced,Unknown,Blue,36,4,3,3,2809.0,0,2809.0,0.854,2466,40,0.538,0.0,1,1,At-Risk Customers,-1.064830830697262,-0.7556602654497241
780100533,Existing Customer,46,M,3,Graduate,Married,$80K - $120K,Blue,31,5,2,4,26303.0,2376,23927.0,0.583,3586,67,0.914,0.09,0,3,Premium Customers,0.677078018136648,-1.6848784864301103
711712983,Existing Customer,56,M,2,Graduate,Single,$80K - $120K,Blue,46,6,2,3,15982.0,0,15982.0,0.687,4503,80,0.667,0.0,0,0,Silent Users,0.931147391425331,-0.9596351565328668
712549758,Existing Customer,40,F,4,Graduate,Married,Unknown,Blue,25,6,2,1,25060.0,0,25060.0,0.758,3749,61,0.743,0.0,0,3,Premium Customers,0.5788357279552424,-1.8904173752462783
713348433,Existing Customer,42,F,3,High School,Single,$40K - $60K,Blue,29,6,3,2,1545.0,751,794.0,0.551,4477,62,0.59,0.486,0,4,Deal Hunters,-0.522640370128074,0.9512438787014776
820599333,Existing Customer,43,F,5,Graduate,Single,Less than $40K,Blue,38,6,2,2,1438.3,604,834.3,0.771,4469,85,0.932,0.42,0,4,Deal Hunters,0.21347935104150065,1.1389567637223172
787261008,Existing Customer,43,M,1,Post-Graduate,Unknown,$60K - $80K,Blue,37,4,3,4,4112.0,1128,2984.0,0.587,4446,75,0.667,0.274,0,1,At-Risk Customers,0.08773206614916935,0.4272062024785077
778343958,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,27,3,3,0,1451.0,0,1451.0,0.5,3866,72,0.714,0.0,0,1,At-Risk Customers,0.030015514945078318,-0.13991028960000526
788407833,Existing Customer,49,F,4,Graduate,Single,Unknown,Blue,42,5,3,2,16424.0,1368,15056.0,0.55,4025,79,0.881,0.083,0,1,At-Risk Customers,0.6933543085918144,-0.8636437293468514
760807608,Existing Customer,48,F,4,Uneducated,Married,Less than $40K,Blue,41,5,3,4,2340.0,1680,660.0,0.791,4751,83,0.804,0.718,0,4,Deal Hunters,-0.0658592026263882,1.7667352882156095
771108933,Existing Customer,47,F,4,Graduate,Married,Less than $40K,Blue,34,5,3,4,1926.0,879,1047.0,0.536,4385,71,0.614,0.456,0,4,Deal Hunters,-0.2587775295944869,0.9667178532121218
715954158,Attrited Customer,48,M,3,Post-Graduate,Married,$40K - $60K,Blue,36,3,2,4,2954.0,931,2023.0,0.575,2433,29,0.381,0.315,1,0,Silent Users,-1.563467929885008,-0.11015096793249668
715499058,Attrited Customer,36,F,2,High School,Married,$40K - $60K,Blue,36,4,3,2,1848.0,0,1848.0,0.906,2775,33,0.435,0.0,1,1,At-Risk Customers,-1.2268604124432454,-0.7637592668220726
717995958,Existing Customer,47,F,3,Unknown,Married,Unknown,Blue,38,5,1,4,1634.0,1463,171.0,0.873,4397,72,0.565,0.895,0,4,Deal Hunters,-0.47842797115034563,2.1441879689772687
718736883,Existing Customer,49,F,3,Uneducated,Single,Less than $40K,Blue,36,4,1,4,4328.0,2058,2270.0,0.835,3421,61,1.033,0.476,0,0,Silent Users,-0.5268057184836704,0.7185313058291669
721045608,Existing Customer,51,F,3,High School,Married,Less than $40K,Blue,32,6,3,3,2943.0,2131,812.0,0.597,4554,75,0.562,0.724,0,4,Deal Hunters,-0.30560692192392136,1.61927672263561
715215108,Existing Customer,54,F,2,Unknown,Married,Less than $40K,Blue,46,4,3,3,2611.0,1573,1038.0,0.902,4899,68,0.581,0.602,0,4,Deal Hunters,-0.33755445710725274,1.2707132138819648
795823383,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,37,5,1,3,2419.0,0,2419.0,0.762,3888,63,0.853,0.0,0,0,Silent Users,-0.050225699639307654,-0.2609510353545301
718338708,Existing Customer,49,F,1,Graduate,Married,$40K - $60K,Blue,38,5,2,2,5481.0,0,5481.0,0.784,3380,73,0.78,0.0,0,0,Silent Users,0.16279491604719407,-0.4029284928643644
713588958,Existing Customer,40,F,4,Unknown,Single,Less than $40K,Blue,25,4,1,1,2129.0,1507,622.0,0.636,3655,70,0.667,0.708,0,4,Deal Hunters,-0.5053384611360108,1.5760373125734142
710120358,Existing Customer,40,M,3,Unknown,Married,$60K - $80K,Blue,27,6,2,4,9026.0,2312,6714.0,0.561,2229,37,0.762,0.256,0,0,Silent Users,-1.1300423370051658,-0.5788897221465862
809582058,Existing Customer,48,M,2,Unknown,Unknown,$40K - $60K,Blue,43,5,2,2,1761.0,1249,512.0,0.936,4410,73,0.622,0.709,0,4,Deal Hunters,-0.3527667249014481,1.6604391762051585
709199358,Attrited Customer,60,M,1,Uneducated,Married,Less than $40K,Blue,36,1,3,4,3316.0,0,3316.0,0.372,1684,19,0.188,0.0,1,1,At-Risk Customers,-1.7696778018632104,-1.124400300013367
821889858,Attrited Customer,50,F,1,Doctorate,Single,Unknown,Blue,46,6,4,3,1970.0,1477,493.0,0.662,2493,44,0.571,0.75,1,4,Deal Hunters,-1.6671838488635538,1.1658681387626975
815324433,Existing Customer,46,F,4,High School,Married,Less than $40K,Blue,41,6,3,1,1438.3,0,1438.3,0.921,4200,86,0.536,0.0,0,1,At-Risk Customers,0.4743522432887241,0.07135140861554148
793656633,Existing Customer,35,F,3,Uneducated,Married,Unknown,Blue,29,3,3,1,2278.0,1303,975.0,0.645,5101,76,0.617,0.572,0,4,Deal Hunters,-0.06762690458929116,1.340978008440796
713246208,Existing Customer,65,M,1,Unknown,Single,$40K - $60K,Blue,56,6,2,4,13364.0,1318,12046.0,1.063,4548,54,0.862,0.099,0,0,Silent Users,0.06354315062295647,-0.8837819834158153
711493158,Existing Customer,52,M,3,Graduate,Single,$60K - $80K,Blue,36,5,2,2,2801.0,2467,334.0,0.701,4926,90,0.731,0.881,0,4,Deal Hunters,0.10130897592996786,2.273535712457042
721163133,Existing Customer,44,M,2,Graduate,Single,Unknown,Blue,36,6,3,1,28292.0,0,28292.0,0.542,3948,60,0.538,0.0,0,3,Premium Customers,0.6379973902570469,-2.146587096450323
826417233,Existing Customer,35,F,4,College,Married,Less than $40K,Blue,31,3,3,4,2933.0,1011,1922.0,0.814,5089,71,0.868,0.345,0,1,At-Risk Customers,0.005845991750647272,0.6704893298354383
711619608,Existing Customer,45,M,3,Graduate,Married,$80K - $120K,Blue,36,6,3,2,21630.0,0,21630.0,0.804,4584,84,0.75,0.0,0,3,Premium Customers,1.1852503899114455,-1.3225863722249254
712244733,Existing Customer,56,F,1,Unknown,Married,Less than $40K,Blue,45,4,1,2,3132.0,2230,902.0,0.78,4412,73,0.659,0.712,0,4,Deal Hunters,-0.24489545386575665,1.6062219374473685
709638783,Existing Customer,50,F,1,High School,Married,$40K - $60K,Blue,43,4,3,4,2961.0,2048,913.0,0.913,4056,92,0.769,0.692,0,4,Deal Hunters,0.08481919933156883,1.7364020707607926
720296808,Attrited Customer,52,F,3,Graduate,Married,Unknown,Blue,39,3,3,2,4173.0,1771,2402.0,0.711,2554,47,0.516,0.424,1,1,At-Risk Customers,-1.1642070498767552,0.2910630042367768
718926258,Existing Customer,37,F,1,High School,Single,Unknown,Blue,28,4,3,2,2458.0,642,1816.0,0.666,4627,90,0.698,0.261,0,1,At-Risk Customers,0.483952632652667,0.7232644855101357
714706083,Existing Customer,44,M,2,College,Married,$60K - $80K,Blue,36,5,3,4,12229.0,997,11232.0,0.811,4284,75,0.596,0.082,0,1,At-Risk Customers,0.49316352563097804,-0.6140661556538851
