client_id,risk_score,risk_level,recommended_action
1390,0.0044576344,Low Risk,No action required
1391,0.99604213,Critical,Compliance team intervention
1392,0.9915432,Critical,Compliance team intervention
1393,0.9973418,Critical,Compliance team intervention
1394,0.0066585215,Low Risk,No action required
1395,0.9971898,Critical,Compliance team intervention
1396,0.0068838946,Low Risk,No action required
1397,0.9867339,Critical,Compliance team intervention
1398,0.0018538418,Low Risk,No action required
1399,0.0024508704,Low Risk,No action required
1400,0.0065618055,Low Risk,No action required
1401,0.997879,Critical,Compliance team intervention
1402,0.99855787,Critical,Compliance team intervention
1403,0.99724174,Critical,Compliance team intervention
1404,0.9960395,Critical,Compliance team intervention
1405,0.0026325027,Low Risk,No action required
1406,0.003514027,Low Risk,No action required
1407,0.9943573,Critical,Compliance team intervention
1408,0.0069558662,Low Risk,No action required
1409,0.99892235,Critical,Compliance team intervention
1410,0.0030756402,Low Risk,No action required
1411,0.0020836985,Low Risk,No action required
1412,0.9972133,Critical,Compliance team intervention
1413,0.9980862,Critical,Compliance team intervention
1414,0.9983699,Critical,Compliance team intervention
1415,0.99403054,Critical,Compliance team intervention
1416,0.004156895,Low Risk,No action required
1417,0.002529815,Low Risk,No action required
1418,0.0023795995,Low Risk,No action required
1419,0.99692106,Critical,Compliance team intervention
1420,0.99831593,Critical,Compliance team intervention
1421,0.9979679,Critical,Compliance team intervention
1422,0.0044104503,Low Risk,No action required
1423,0.0056400658,Low Risk,No action required
1424,0.9975575,Critical,Compliance team intervention
1425,0.9983777,Critical,Compliance team intervention
1426,0.9915376,Critical,Compliance team intervention
1427,0.0027859637,Low Risk,No action required
1428,0.99232036,Critical,Compliance team intervention
1429,0.99803704,Critical,Compliance team intervention
1430,0.9982766,Critical,Compliance team intervention
1431,0.0033792658,Low Risk,No action required
1432,0.0024277882,Low Risk,No action required
1433,0.9977192,Critical,Compliance team intervention
1434,0.0044111875,Low Risk,No action required
1435,0.99841154,Critical,Compliance team intervention
1436,0.005220921,Low Risk,No action required
1437,0.998312,Critical,Compliance team intervention
1438,0.9984182,Critical,Compliance team intervention
1439,0.0021745937,Low Risk,No action required
1440,0.0038606303,Low Risk,No action required
1441,0.0024963918,Low Risk,No action required
1442,0.0063653225,Low Risk,No action required
1443,0.0032734212,Low Risk,No action required
1444,0.008867235,Low Risk,No action required
1445,0.9976573,Critical,Compliance team intervention
1446,0.99791616,Critical,Compliance team intervention
1447,0.0044035213,Low Risk,No action required
1448,0.0060018203,Low Risk,No action required
1449,0.0018244105,Low Risk,No action required
1450,0.998252,Critical,Compliance team intervention
1451,0.99772364,Critical,Compliance team intervention
1452,0.0021055841,Low Risk,No action required
1453,0.9984322,Critical,Compliance team intervention
1454,0.0015526371,Low Risk,No action required
1455,0.0018693971,Low Risk,No action required
1456,0.004381473,Low Risk,No action required
1457,0.9925041,Critical,Compliance team intervention
1458,0.0011428801,Low Risk,No action required
1459,0.0016386104,Low Risk,No action required
1460,0.9926658,Critical,Compliance team intervention
1461,0.003299603,Low Risk,No action required
1462,0.9989819,Critical,Compliance team intervention
1463,0.9980416,Critical,Compliance team intervention
1464,0.010143416,Low Risk,No action required
1465,0.00261394,Low Risk,No action required
1466,0.0023795995,Low Risk,No action required
1467,0.003173366,Low Risk,No action required
1468,0.99842095,Critical,Compliance team intervention
1469,0.9984988,Critical,Compliance team intervention
1470,0.0024515828,Low Risk,No action required
1471,0.9967924,Critical,Compliance team intervention
1472,0.99809366,Critical,Compliance team intervention
1473,0.0023567742,Low Risk,No action required
1474,0.9907334,Critical,Compliance team intervention
1475,0.99790263,Critical,Compliance team intervention
1476,0.9957539,Critical,Compliance team intervention
1477,0.004156895,Low Risk,No action required
1478,0.004908507,Low Risk,No action required
1479,0.99851507,Critical,Compliance team intervention
1480,0.0026449503,Low Risk,No action required
1481,0.0026431899,Low Risk,No action required
1482,0.0045583397,Low Risk,No action required
1483,0.0052541764,Low Risk,No action required
1484,0.9984403,Critical,Compliance team intervention
1485,0.99810493,Critical,Compliance team intervention
1486,0.001944222,Low Risk,No action required
1487,0.0074144243,Low Risk,No action required
1488,0.0016634125,Low Risk,No action required
1489,0.99564266,Critical,Compliance team intervention
1490,0.008377248,Low Risk,No action required
1491,0.0040003443,Low Risk,No action required
1492,0.00253569,Low Risk,No action required
1493,0.9971993,Critical,Compliance team intervention
1494,0.9975454,Critical,Compliance team intervention
1495,0.9976367,Critical,Compliance team intervention
1496,0.0031898378,Low Risk,No action required
1497,0.98414654,Critical,Compliance team intervention
1498,0.997086,Critical,Compliance team intervention
1499,0.99650455,Critical,Compliance team intervention
1500,0.99837506,Critical,Compliance team intervention
1501,0.00830103,Low Risk,No action required
1502,0.0036887783,Low Risk,No action required
1503,0.9995906,Critical,Compliance team intervention
1504,0.0019635062,Low Risk,No action required
1505,0.99963355,Critical,Compliance team intervention
1506,0.0018918837,Low Risk,No action required
1507,0.0040913443,Low Risk,No action required
1508,0.003171763,Low Risk,No action required
1509,0.9981824,Critical,Compliance team intervention
1510,0.99765575,Critical,Compliance team intervention
1511,0.0036145824,Low Risk,No action required
1512,0.009781497,Low Risk,No action required
1513,0.00296275,Low Risk,No action required
1514,0.0021321815,Low Risk,No action required
1515,0.0034291658,Low Risk,No action required
1516,0.004177046,Low Risk,No action required
1517,0.0044022882,Low Risk,No action required
1518,0.9986766,Critical,Compliance team intervention
1519,0.9906911,Critical,Compliance team intervention
1520,0.0032808958,Low Risk,No action required
1521,0.0036697919,Low Risk,No action required
1522,0.008978014,Low Risk,No action required
1523,0.996953,Critical,Compliance team intervention
1524,0.995811,Critical,Compliance team intervention
1525,0.002126098,Low Risk,No action required
1526,0.003014316,Low Risk,No action required
1527,0.0025841517,Low Risk,No action required
1528,0.007777706,Low Risk,No action required
1529,0.008538076,Low Risk,No action required
1530,0.9953752,Critical,Compliance team intervention
1531,0.9985744,Critical,Compliance team intervention
1532,0.001992706,Low Risk,No action required
1533,0.9981975,Critical,Compliance team intervention
1534,0.99867636,Critical,Compliance team intervention
1535,0.9955325,Critical,Compliance team intervention
1536,0.9980761,Critical,Compliance team intervention
1537,0.004484679,Low Risk,No action required
1538,0.99739325,Critical,Compliance team intervention
1539,0.99867696,Critical,Compliance team intervention
1540,0.99455786,Critical,Compliance team intervention
1541,0.0042125685,Low Risk,No action required
1542,0.9937318,Critical,Compliance team intervention
1543,0.0039987564,Low Risk,No action required
1544,0.0025456282,Low Risk,No action required
1545,0.0017539598,Low Risk,No action required
1546,0.99881953,Critical,Compliance team intervention
1547,0.9978896,Critical,Compliance team intervention
1548,0.0049975994,Low Risk,No action required
1549,0.9981951,Critical,Compliance team intervention
1550,0.0075242287,Low Risk,No action required
1551,0.003258137,Low Risk,No action required
1552,0.9948618,Critical,Compliance team intervention
1553,0.9976344,Critical,Compliance team intervention
1554,0.99840814,Critical,Compliance team intervention
1555,0.9989059,Critical,Compliance team intervention
1556,0.0053796107,Low Risk,No action required
1557,0.9979074,Critical,Compliance team intervention
1558,0.0043892805,Low Risk,No action required
1559,0.99824727,Critical,Compliance team intervention
1560,0.99855524,Critical,Compliance team intervention
1561,0.99816614,Critical,Compliance team intervention
1562,0.003062115,Low Risk,No action required
1563,0.9959973,Critical,Compliance team intervention
1564,0.99758816,Critical,Compliance team intervention
1565,0.99587303,Critical,Compliance team intervention
1566,0.99564207,Critical,Compliance team intervention
1567,0.99826705,Critical,Compliance team intervention
1568,0.0040426753,Low Risk,No action required
1569,0.9980446,Critical,Compliance team intervention
1570,0.998061,Critical,Compliance team intervention
1571,0.997726,Critical,Compliance team intervention
1572,0.9990163,Critical,Compliance team intervention
1573,0.9904144,Critical,Compliance team intervention
1574,0.995565,Critical,Compliance team intervention
1575,0.009781497,Low Risk,No action required
1576,0.0021590525,Low Risk,No action required
1577,0.99783117,Critical,Compliance team intervention
1578,0.99601054,Critical,Compliance team intervention
1579,0.9981097,Critical,Compliance team intervention
1580,0.0025493673,Low Risk,No action required
1581,0.004082804,Low Risk,No action required
1582,0.9986822,Critical,Compliance team intervention
1583,0.95625466,Critical,Compliance team intervention
1584,0.002783383,Low Risk,No action required
1585,0.0024504531,Low Risk,No action required
1586,0.0021947143,Low Risk,No action required
1587,0.0022732022,Low Risk,No action required
1588,0.0030659516,Low Risk,No action required
1589,0.9976109,Critical,Compliance team intervention
1590,0.9970631,Critical,Compliance team intervention
1591,0.9981724,Critical,Compliance team intervention
1592,0.0020836985,Low Risk,No action required
1593,0.99596894,Critical,Compliance team intervention
1594,0.9975923,Critical,Compliance team intervention
1595,0.0025102799,Low Risk,No action required
1596,0.0045763114,Low Risk,No action required
1597,0.9978873,Critical,Compliance team intervention
1598,0.0040003443,Low Risk,No action required
1599,0.0027473164,Low Risk,No action required
1600,0.0033807084,Low Risk,No action required
1601,0.99831724,Critical,Compliance team intervention
1602,0.9982338,Critical,Compliance team intervention
1603,0.9978726,Critical,Compliance team intervention
1604,0.9931821,Critical,Compliance team intervention
1605,0.99385357,Critical,Compliance team intervention
1606,0.9909931,Critical,Compliance team intervention
1607,0.99339217,Critical,Compliance team intervention
1608,0.0016441661,Low Risk,No action required
1609,0.99855787,Critical,Compliance team intervention
1610,0.0016585158,Low Risk,No action required
1611,0.0040608454,Low Risk,No action required
1612,0.003140841,Low Risk,No action required
1613,0.9989421,Critical,Compliance team intervention
1614,0.997271,Critical,Compliance team intervention
1615,0.0042406144,Low Risk,No action required
1616,0.9981749,Critical,Compliance team intervention
1617,0.99167496,Critical,Compliance team intervention
1618,0.9983542,Critical,Compliance team intervention
1619,0.99804175,Critical,Compliance team intervention
1620,0.9983359,Critical,Compliance team intervention
1621,0.0037780113,Low Risk,No action required
1622,0.0019310261,Low Risk,No action required
1623,0.0031811194,Low Risk,No action required
1624,0.0021578942,Low Risk,No action required
1625,0.9978581,Critical,Compliance team intervention
1626,0.0020851693,Low Risk,No action required
1627,0.0061637233,Low Risk,No action required
1628,0.9963176,Critical,Compliance team intervention
1629,0.002481618,Low Risk,No action required
1630,0.9984068,Critical,Compliance team intervention
1631,0.99768853,Critical,Compliance team intervention
1632,0.9983065,Critical,Compliance team intervention
1633,0.003150247,Low Risk,No action required
1634,0.9979069,Critical,Compliance team intervention
1635,0.9982387,Critical,Compliance team intervention
1636,0.99837035,Critical,Compliance team intervention
1637,0.99706,Critical,Compliance team intervention
1638,0.004381473,Low Risk,No action required
1639,0.0022493342,Low Risk,No action required
1640,0.9952264,Critical,Compliance team intervention
1641,0.9974848,Critical,Compliance team intervention
1642,0.0043596737,Low Risk,No action required
1643,0.0036628195,Low Risk,No action required
1644,0.9965404,Critical,Compliance team intervention
1645,0.0017539598,Low Risk,No action required
1646,0.0020509153,Low Risk,No action required
1647,0.009256899,Low Risk,No action required
1648,0.0021721697,Low Risk,No action required
1649,0.9981913,Critical,Compliance team intervention
1650,0.9956858,Critical,Compliance team intervention
1651,0.9948301,Critical,Compliance team intervention
1652,0.002557043,Low Risk,No action required
1653,0.002124584,Low Risk,No action required
1654,0.0020922897,Low Risk,No action required
1655,0.0052427393,Low Risk,No action required
1656,0.0024307962,Low Risk,No action required
1657,0.99727136,Critical,Compliance team intervention
1658,0.9978397,Critical,Compliance team intervention
1659,0.0038186272,Low Risk,No action required
1660,0.9989274,Critical,Compliance team intervention
1661,0.9917636,Critical,Compliance team intervention
1662,0.9929945,Critical,Compliance team intervention
1663,0.9995616,Critical,Compliance team intervention
1664,0.0017539598,Low Risk,No action required
1665,0.99887234,Critical,Compliance team intervention
1666,0.002188287,Low Risk,No action required
1667,0.9970993,Critical,Compliance team intervention
1668,0.9925311,Critical,Compliance team intervention
1669,0.9980428,Critical,Compliance team intervention
1670,0.0021912188,Low Risk,No action required
1671,0.99806315,Critical,Compliance team intervention
1672,0.99257725,Critical,Compliance team intervention
1673,0.0022630277,Low Risk,No action required
1674,0.98695564,Critical,Compliance team intervention
1675,0.9874479,Critical,Compliance team intervention
1676,0.9983211,Critical,Compliance team intervention
1677,0.9980862,Critical,Compliance team intervention
1678,0.9988733,Critical,Compliance team intervention
1679,0.9954152,Critical,Compliance team intervention
1680,0.9983359,Critical,Compliance team intervention
1681,0.99826705,Critical,Compliance team intervention
1682,0.998495,Critical,Compliance team intervention
1683,0.99828917,Critical,Compliance team intervention
1684,0.008214641,Low Risk,No action required
1685,0.007634414,Low Risk,No action required
1686,0.9984769,Critical,Compliance team intervention
1687,0.004574496,Low Risk,No action required
1688,0.9902344,Critical,Compliance team intervention
1689,0.0068896185,Low Risk,No action required
1690,0.9988152,Critical,Compliance team intervention
1691,0.0038485809,Low Risk,No action required
1692,0.003001191,Low Risk,No action required
1693,0.9986344,Critical,Compliance team intervention
1694,0.9988385,Critical,Compliance team intervention
1695,0.99812216,Critical,Compliance team intervention
1696,0.0030914699,Low Risk,No action required
1697,0.9983993,Critical,Compliance team intervention
1698,0.0019634622,Low Risk,No action required
1699,0.993425,Critical,Compliance team intervention
1700,0.0018864727,Low Risk,No action required
1701,0.99855214,Critical,Compliance team intervention
1702,0.99959785,Critical,Compliance team intervention
1703,0.008379395,Low Risk,No action required
1704,0.002258131,Low Risk,No action required
1705,0.0039987564,Low Risk,No action required
1706,0.99958736,Critical,Compliance team intervention
1707,0.9990791,Critical,Compliance team intervention
1708,0.9964832,Critical,Compliance team intervention
1709,0.0016665561,Low Risk,No action required
1710,0.9678014,Critical,Compliance team intervention
1711,0.008214641,Low Risk,No action required
1712,0.0030957845,Low Risk,No action required
1713,0.99857235,Critical,Compliance team intervention
1714,0.0049702637,Low Risk,No action required
1715,0.0021578942,Low Risk,No action required
1716,0.004344401,Low Risk,No action required
1717,0.9835032,Critical,Compliance team intervention
1718,0.0022843818,Low Risk,No action required
1719,0.0020513292,Low Risk,No action required
1720,0.006258736,Low Risk,No action required
1721,0.0017445334,Low Risk,No action required
1722,0.00191882,Low Risk,No action required
1723,0.99890995,Critical,Compliance team intervention
1724,0.0017251397,Low Risk,No action required
1725,0.005799427,Low Risk,No action required
1726,0.9980862,Critical,Compliance team intervention
1727,0.0024540212,Low Risk,No action required
1728,0.9980147,Critical,Compliance team intervention
1729,0.002892989,Low Risk,No action required
1730,0.9758103,Critical,Compliance team intervention
1731,0.0016634125,Low Risk,No action required
1732,0.9987392,Critical,Compliance team intervention
1733,0.001780765,Low Risk,No action required
1734,0.99600047,Critical,Compliance team intervention
1735,0.9979011,Critical,Compliance team intervention
1736,0.989256,Critical,Compliance team intervention
1737,0.9980348,Critical,Compliance team intervention
1738,0.0017119967,Low Risk,No action required
1739,0.0028532993,Low Risk,No action required
1740,0.0017627237,Low Risk,No action required
1741,0.99250036,Critical,Compliance team intervention
1742,0.99841607,Critical,Compliance team intervention
1743,0.9982449,Critical,Compliance team intervention
1744,0.9981799,Critical,Compliance team intervention
1745,0.99855846,Critical,Compliance team intervention
1746,0.9996835,Critical,Compliance team intervention
1747,0.0032858506,Low Risk,No action required
1748,0.998642,Critical,Compliance team intervention
1749,0.9918956,Critical,Compliance team intervention
1750,0.9974885,Critical,Compliance team intervention
1751,0.0033902652,Low Risk,No action required
1752,0.0040426753,Low Risk,No action required
1753,0.0021639348,Low Risk,No action required
1754,0.9971969,Critical,Compliance team intervention
1755,0.0012973679,Low Risk,No action required
1756,0.9929767,Critical,Compliance team intervention
1757,0.004880897,Low Risk,No action required
1758,0.9975454,Critical,Compliance team intervention
1759,0.0023535946,Low Risk,No action required
1760,0.99719894,Critical,Compliance team intervention
1761,0.9978175,Critical,Compliance team intervention
1762,0.010071624,Low Risk,No action required
1763,0.00801047,Low Risk,No action required
1764,0.0060741734,Low Risk,No action required
1765,0.00425815,Low Risk,No action required
1766,0.0021066163,Low Risk,No action required
1767,0.998628,Critical,Compliance team intervention
1768,0.99421614,Critical,Compliance team intervention
1769,0.9930575,Critical,Compliance team intervention
1770,0.99772066,Critical,Compliance team intervention
1771,0.99738675,Critical,Compliance team intervention
1772,0.99564505,Critical,Compliance team intervention
1773,0.9978204,Critical,Compliance team intervention
1774,0.9984016,Critical,Compliance team intervention
1775,0.99391997,Critical,Compliance team intervention
1776,0.0017357134,Low Risk,No action required
1777,0.0027266224,Low Risk,No action required
1778,0.9972144,Critical,Compliance team intervention
1779,0.9996094,Critical,Compliance team intervention
1780,0.9878825,Critical,Compliance team intervention
1781,0.9981799,Critical,Compliance team intervention
1782,0.9981223,Critical,Compliance team intervention
1783,0.0019613283,Low Risk,No action required
1784,0.9914097,Critical,Compliance team intervention
1785,0.9979824,Critical,Compliance team intervention
1786,0.99520594,Critical,Compliance team intervention
1787,0.9979382,Critical,Compliance team intervention
1788,0.99900997,Critical,Compliance team intervention
1789,0.99805546,Critical,Compliance team intervention
1790,0.0067856982,Low Risk,No action required
1791,0.9976871,Critical,Compliance team intervention
1792,0.001780765,Low Risk,No action required
1793,0.99849224,Critical,Compliance team intervention
1794,0.99775034,Critical,Compliance team intervention
1795,0.004746017,Low Risk,No action required
1796,0.0045996523,Low Risk,No action required
1797,0.99334794,Critical,Compliance team intervention
1798,0.0031353277,Low Risk,No action required
1799,0.0019093833,Low Risk,No action required
1800,0.9930842,Critical,Compliance team intervention
1801,0.99810153,Critical,Compliance team intervention
1802,0.9974076,Critical,Compliance team intervention
1803,0.003269683,Low Risk,No action required
1804,0.99801755,Critical,Compliance team intervention
1805,0.0030325456,Low Risk,No action required
1806,0.0020242976,Low Risk,No action required
1807,0.011181974,Low Risk,No action required
1808,0.003971734,Low Risk,No action required
1809,0.9968719,Critical,Compliance team intervention
1810,0.9978618,Critical,Compliance team intervention
1811,0.0032220525,Low Risk,No action required
1812,0.9989869,Critical,Compliance team intervention
1813,0.99895513,Critical,Compliance team intervention
1814,0.9957897,Critical,Compliance team intervention
1815,0.9825445,Critical,Compliance team intervention
1816,0.997695,Critical,Compliance team intervention
1817,0.0028841512,Low Risk,No action required
1818,0.0046929726,Low Risk,No action required
1819,0.99727446,Critical,Compliance team intervention
1820,0.9980969,Critical,Compliance team intervention
1821,0.0018410762,Low Risk,No action required
1822,0.99855787,Critical,Compliance team intervention
1823,0.9983569,Critical,Compliance team intervention
1824,0.0018486829,Low Risk,No action required
1825,0.99810493,Critical,Compliance team intervention
1826,0.008451619,Low Risk,No action required
1827,0.9953082,Critical,Compliance team intervention
1828,0.9985019,Critical,Compliance team intervention
1829,0.98577243,Critical,Compliance team intervention
1830,0.0024136053,Low Risk,No action required
1831,0.0047552697,Low Risk,No action required
1832,0.99282235,Critical,Compliance team intervention
1833,0.0009957772,Low Risk,No action required
1834,0.9976089,Critical,Compliance team intervention
1835,0.9956858,Critical,Compliance team intervention
1836,0.002354534,Low Risk,No action required
1837,0.0065158103,Low Risk,No action required
1838,0.006130749,Low Risk,No action required
1839,0.004277321,Low Risk,No action required
1840,0.99216616,Critical,Compliance team intervention
1841,0.99790263,Critical,Compliance team intervention
1842,0.002939236,Low Risk,No action required
1843,0.9983728,Critical,Compliance team intervention
1844,0.9985234,Critical,Compliance team intervention
1845,0.0031811194,Low Risk,No action required
1846,0.99963176,Critical,Compliance team intervention
1847,0.0021697145,Low Risk,No action required
1848,0.0015806645,Low Risk,No action required
1849,0.99920005,Critical,Compliance team intervention
1850,0.0027006408,Low Risk,No action required
1851,0.995921,Critical,Compliance team intervention
1852,0.0033119267,Low Risk,No action required
1853,0.99842703,Critical,Compliance team intervention
1854,0.9968706,Critical,Compliance team intervention
1855,0.99826705,Critical,Compliance team intervention
1856,0.0016150146,Low Risk,No action required
1857,0.0030644846,Low Risk,No action required
1858,0.9936952,Critical,Compliance team intervention
1859,0.005851042,Low Risk,No action required
1860,0.0021639348,Low Risk,No action required
1861,0.9989641,Critical,Compliance team intervention
1862,0.99868447,Critical,Compliance team intervention
1863,0.9987583,Critical,Compliance team intervention
1864,0.99818075,Critical,Compliance team intervention
1865,0.99765956,Critical,Compliance team intervention
1866,0.9978186,Critical,Compliance team intervention
1867,0.9980856,Critical,Compliance team intervention
1868,0.0018600959,Low Risk,No action required
1869,0.9970118,Critical,Compliance team intervention
1870,0.98919654,Critical,Compliance team intervention
1871,0.99836224,Critical,Compliance team intervention
1872,0.0014013428,Low Risk,No action required
1873,0.005221379,Low Risk,No action required
1874,0.0024836338,Low Risk,No action required
1875,0.9962329,Critical,Compliance team intervention
1876,0.9979929,Critical,Compliance team intervention
1877,0.9809997,Critical,Compliance team intervention
1878,0.9941094,Critical,Compliance team intervention
1879,0.99726164,Critical,Compliance team intervention
1880,0.0024389778,Low Risk,No action required
1881,0.0060121017,Low Risk,No action required
1882,0.0044247448,Low Risk,No action required
1883,0.007843749,Low Risk,No action required
1884,0.0016096744,Low Risk,No action required
1885,0.0017539598,Low Risk,No action required
1886,0.9946457,Critical,Compliance team intervention
1887,0.9979747,Critical,Compliance team intervention
1888,0.0015991689,Low Risk,No action required
1889,0.0034855485,Low Risk,No action required
1890,0.004469982,Low Risk,No action required
1891,0.003124687,Low Risk,No action required
1892,0.0070922966,Low Risk,No action required
1893,0.9981756,Critical,Compliance team intervention
1894,0.005125516,Low Risk,No action required
1895,0.0022946629,Low Risk,No action required
1896,0.003340834,Low Risk,No action required
1897,0.99812454,Critical,Compliance team intervention
1898,0.9981041,Critical,Compliance team intervention
1899,0.99888664,Critical,Compliance team intervention
1900,0.9984327,Critical,Compliance team intervention
1901,0.9936434,Critical,Compliance team intervention
1902,0.004749936,Low Risk,No action required
1903,0.9938571,Critical,Compliance team intervention
1904,0.99769294,Critical,Compliance team intervention
1905,0.002216262,Low Risk,No action required
1906,0.0024508704,Low Risk,No action required
1907,0.9966378,Critical,Compliance team intervention
1908,0.9986082,Critical,Compliance team intervention
1909,0.0042654467,Low Risk,No action required
1910,0.9983359,Critical,Compliance team intervention
1911,0.0025624414,Low Risk,No action required
1912,0.002672982,Low Risk,No action required
1913,0.009064288,Low Risk,No action required
1914,0.9981281,Critical,Compliance team intervention
1915,0.9961738,Critical,Compliance team intervention
1916,0.9957444,Critical,Compliance team intervention
1917,0.0057014995,Low Risk,No action required
1918,0.003140841,Low Risk,No action required
1919,0.0020933452,Low Risk,No action required
1920,0.0024037198,Low Risk,No action required
1921,0.99848735,Critical,Compliance team intervention
1922,0.0026502083,Low Risk,No action required
1923,0.9984421,Critical,Compliance team intervention
1924,0.002643612,Low Risk,No action required
1925,0.9966092,Critical,Compliance team intervention
1926,0.0044247448,Low Risk,No action required
1927,0.99852437,Critical,Compliance team intervention
1928,0.99852294,Critical,Compliance team intervention
1929,0.99785054,Critical,Compliance team intervention
1930,0.99651295,Critical,Compliance team intervention
1931,0.0044247448,Low Risk,No action required
1932,0.99567944,Critical,Compliance team intervention
1933,0.99051976,Critical,Compliance team intervention
1934,0.0033160737,Low Risk,No action required
1935,0.99217814,Critical,Compliance team intervention
1936,0.0022937823,Low Risk,No action required
1937,0.0026763233,Low Risk,No action required
1938,0.9915378,Critical,Compliance team intervention
1939,0.9978999,Critical,Compliance team intervention
1940,0.996902,Critical,Compliance team intervention
1941,0.9984528,Critical,Compliance team intervention
1942,0.99864763,Critical,Compliance team intervention
1943,0.003171763,Low Risk,No action required
1944,0.9985966,Critical,Compliance team intervention
1945,0.0072443527,Low Risk,No action required
1946,0.9985019,Critical,Compliance team intervention
1947,0.99810815,Critical,Compliance team intervention
1948,0.0019210842,Low Risk,No action required
1949,0.99443144,Critical,Compliance team intervention
1950,0.9959369,Critical,Compliance team intervention
1951,0.0063360063,Low Risk,No action required
1952,0.0044323257,Low Risk,No action required
1953,0.998139,Critical,Compliance team intervention
1954,0.002836031,Low Risk,No action required
1955,0.0026294822,Low Risk,No action required
1956,0.0022382385,Low Risk,No action required
1957,0.0038481385,Low Risk,No action required
1958,0.99803704,Critical,Compliance team intervention
1959,0.99873537,Critical,Compliance team intervention
1960,0.99810565,Critical,Compliance team intervention
1961,0.0027854154,Low Risk,No action required
1962,0.9983209,Critical,Compliance team intervention
1963,0.0023018091,Low Risk,No action required
1964,0.0045958306,Low Risk,No action required
1965,0.0030884042,Low Risk,No action required
1966,0.0050019044,Low Risk,No action required
1967,0.003258137,Low Risk,No action required
1968,0.9982691,Critical,Compliance team intervention
1969,0.0024298886,Low Risk,No action required
1970,0.9966275,Critical,Compliance team intervention
1971,0.0077703535,Low Risk,No action required
1972,0.002958644,Low Risk,No action required
1973,0.0031781497,Low Risk,No action required
1974,0.99815613,Critical,Compliance team intervention
1975,0.9982614,Critical,Compliance team intervention
1976,0.00425815,Low Risk,No action required
1977,0.99810326,Critical,Compliance team intervention
1978,0.9985796,Critical,Compliance team intervention
1979,0.005247847,Low Risk,No action required
1980,0.0033546982,Low Risk,No action required
1981,0.003054841,Low Risk,No action required
1982,0.998473,Critical,Compliance team intervention
1983,0.9987489,Critical,Compliance team intervention
1984,0.0038445482,Low Risk,No action required
1985,0.9979037,Critical,Compliance team intervention
1986,0.99852306,Critical,Compliance team intervention
1987,0.99876463,Critical,Compliance team intervention
1988,0.0020479846,Low Risk,No action required
1989,0.0031238045,Low Risk,No action required
1990,0.0029399558,Low Risk,No action required
1991,0.9860999,Critical,Compliance team intervention
1992,0.9986576,Critical,Compliance team intervention
1993,0.9960217,Critical,Compliance team intervention
1994,0.0013636657,Low Risk,No action required
1995,0.0022397926,Low Risk,No action required
1996,0.9981469,Critical,Compliance team intervention
1997,0.9983334,Critical,Compliance team intervention
1998,0.0058524264,Low Risk,No action required
1999,0.99794406,Critical,Compliance team intervention
2000,0.9952893,Critical,Compliance team intervention
